"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042593","glucose homeostasis","2/10","268/18805",0.00746268656716418,14.0335820895522,4.95696006269408,0.00844396038625996,0.0253567844345281,0.00764922749790641,"IL6/STAT3",2
"GO:0034349","glial cell apoptotic process","1/10","16/18805",0.0625,117.53125,10.7560922768243,0.0084778938101796,0.0253567844345281,0.00764922749790641,"CCL2",1
"GO:0045779","negative regulation of bone resorption","1/10","16/18805",0.0625,117.53125,10.7560922768243,0.0084778938101796,0.0253567844345281,0.00764922749790641,"IL6",1
"GO:0046325","negative regulation of D-glucose import","1/10","16/18805",0.0625,117.53125,10.7560922768243,0.0084778938101796,0.0253567844345281,0.00764922749790641,"TNF",1
"GO:0061043","regulation of vascular wound healing","1/10","16/18805",0.0625,117.53125,10.7560922768243,0.0084778938101796,0.0253567844345281,0.00764922749790641,"TNF",1
"GO:2000402","negative regulation of lymphocyte migration","1/10","16/18805",0.0625,117.53125,10.7560922768243,0.0084778938101796,0.0253567844345281,0.00764922749790641,"CCL2",1
"GO:2000696","regulation of epithelial cell differentiation involved in kidney development","1/10","16/18805",0.0625,117.53125,10.7560922768243,0.0084778938101796,0.0253567844345281,0.00764922749790641,"STAT1",1
"GO:0033500","carbohydrate homeostasis","2/10","269/18805",0.00743494423791822,13.9814126394052,4.94645475403336,0.00850479565109246,0.0253796956194366,0.00765613897621565,"IL6/STAT3",2
"GO:0002699","positive regulation of immune effector process","2/10","270/18805",0.00740740740740741,13.9296296296296,4.93600541864624,0.00856583155916281,0.0255041350486134,0.0076936778647108,"IL6/TNF",2
"GO:0009636","response to toxic substance","2/10","272/18805",0.00735294117647059,13.8272058823529,4.91527262349561,0.00868850456132184,0.0258111205323953,0.00778628431526708,"TNF/FOS",2
"GO:0050708","regulation of protein secretion","2/10","273/18805",0.00732600732600733,13.7765567765568,4.90498815797427,0.00875014128383237,0.0258776599851455,0.00780635686874826,"IL6/TNF",2
"GO:0070663","regulation of leukocyte proliferation","2/10","273/18805",0.00732600732600733,13.7765567765568,4.90498815797427,0.00875014128383237,0.0258776599851455,0.00780635686874826,"IL6/IRF1",2
"GO:0048762","mesenchymal cell differentiation","2/10","275/18805",0.00727272727272727,13.6763636363636,4.88458062454483,0.00887401424357745,0.0258788603317755,0.00780671897004202,"IL6/STAT1",2
"GO:0097305","response to alcohol","2/10","276/18805",0.0072463768115942,13.6268115942029,4.87445658876176,0.00893625010987964,0.0258788603317755,0.00780671897004202,"TNF/FOS",2
"GO:0002923","regulation of humoral immune response mediated by circulating immunoglobulin","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"TNF",1
"GO:0010958","regulation of amino acid import across plasma membrane","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"TNF",1
"GO:0031645","negative regulation of nervous system process","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"TNF",1
"GO:0044320","cellular response to leptin stimulus","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"STAT3",1
"GO:0051044","positive regulation of membrane protein ectodomain proteolysis","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"TNF",1
"GO:0072074","kidney mesenchyme development","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"STAT1",1
"GO:0072077","renal vesicle morphogenesis","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"STAT1",1
"GO:1901550","regulation of endothelial cell development","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"TNF",1
"GO:1903140","regulation of establishment of endothelial barrier","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"TNF",1
"GO:1903789","regulation of amino acid transmembrane transport","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"TNF",1
"GO:2000345","regulation of hepatocyte proliferation","1/10","17/18805",0.0588235294117647,110.617647058824,10.4296231591739,0.00900560795472705,0.0258788603317755,0.00780671897004202,"TNF",1
"GO:0015833","peptide transport","2/10","283/18805",0.00706713780918728,13.2897526501767,4.80503301707099,0.00937747243809122,0.0265276759880088,0.00800244325722624,"IL6/TNF",2
"GO:0034976","response to endoplasmic reticulum stress","2/10","283/18805",0.00706713780918728,13.2897526501767,4.80503301707099,0.00937747243809122,0.0265276759880088,0.00800244325722624,"CXCL8/JUN",2
"GO:0051962","positive regulation of nervous system development","2/10","285/18805",0.00701754385964912,13.1964912280702,4.78564856368835,0.00950532117844078,0.0265276759880088,0.00800244325722624,"IL6/TNF",2
"GO:0002830","positive regulation of type 2 immune response","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"IL6",1
"GO:0010715","regulation of extracellular matrix disassembly","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"IL6",1
"GO:0030730","triglyceride storage","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"TNF",1
"GO:0031649","heat generation","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"TNF",1
"GO:0034112","positive regulation of homotypic cell-cell adhesion","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"IL6",1
"GO:0043923","positive regulation by host of viral transcription","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"JUN",1
"GO:0046851","negative regulation of bone remodeling","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"IL6",1
"GO:0060221","retinal rod cell differentiation","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"STAT3",1
"GO:0072087","renal vesicle development","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"STAT1",1
"GO:0098712","L-glutamate import across plasma membrane","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"TNF",1
"GO:1902065","response to L-glutamate","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"TNF",1
"GO:1905048","regulation of metallopeptidase activity","1/10","18/18805",0.0555555555555556,104.472222222222,10.1306023221915,0.00953306930880682,0.0265276759880088,0.00800244325722624,"STAT3",1
"GO:0002221","pattern recognition receptor signaling pathway","2/10","288/18805",0.00694444444444444,13.0590277777778,4.75693461918022,0.00969857643563233,0.0269314154075769,0.00812423688126099,"TNF/IRF1",2
"GO:0051054","positive regulation of DNA metabolic process","2/10","293/18805",0.0068259385665529,12.8361774744027,4.71001796970511,0.0100246086523897,0.0273598075375356,0.00825346733904349,"IL6/TNF",2
"GO:0002281","macrophage activation involved in immune response","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"TNF",1
"GO:0010744","positive regulation of macrophage derived foam cell differentiation","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"NFKB1",1
"GO:0030812","negative regulation of nucleotide catabolic process","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"STAT3",1
"GO:0032695","negative regulation of interleukin-12 production","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"NFKB1",1
"GO:0033122","negative regulation of purine nucleotide catabolic process","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"STAT3",1
"GO:0035743","CD4-positive, alpha-beta T cell cytokine production","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"IL6",1
"GO:0045820","negative regulation of glycolytic process","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"STAT3",1
"GO:0060231","mesenchymal to epithelial transition","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"STAT1",1
"GO:1904037","positive regulation of epithelial cell apoptotic process","1/10","19/18805",0.0526315789473684,98.9736842105263,9.85537235275893,0.0100602779800643,0.0273598075375356,0.00825346733904349,"IL6",1
"GO:0045165","cell fate commitment","2/10","295/18805",0.00677966101694915,12.7491525423729,4.69157104459704,0.0101563962946911,0.0275643759520525,0.00831517825296344,"IL6/STAT3",2
"GO:0046651","lymphocyte proliferation","2/10","300/18805",0.00666666666666667,12.5366666666667,4.64622656361995,0.0104892894567376,0.0280412886473516,0.00845904561565694,"IL6/IRF1",2
"GO:0002755","MyD88-dependent toll-like receptor signaling pathway","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"IRF1",1
"GO:0006309","apoptotic DNA fragmentation","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"IL6",1
"GO:0010950","positive regulation of endopeptidase activity","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"STAT3",1
"GO:0051797","regulation of hair follicle development","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"TNF",1
"GO:0060353","regulation of cell adhesion molecule production","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"CXCL8",1
"GO:0070886","positive regulation of calcineurin-NFAT signaling cascade","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"TNF",1
"GO:0098761","cellular response to interleukin-7","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"STAT1",1
"GO:0106058","positive regulation of calcineurin-mediated signaling","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"TNF",1
"GO:1900221","regulation of amyloid-beta clearance","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"TNF",1
"GO:1902931","negative regulation of alcohol biosynthetic process","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"NFKB1",1
"GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","1/10","20/18805",0.05,94.025,9.60092402624398,0.010587234076104,0.0280412886473516,0.00845904561565694,"IRF1",1
"GO:0002758","innate immune response-activating signaling pathway","2/10","305/18805",0.00655737704918033,12.3311475409836,4.60195011018978,0.0108270558406158,0.0285200074556865,0.00860345781752485,"TNF/IRF1",2
"GO:0031348","negative regulation of defense response","2/10","308/18805",0.00649350649350649,12.211038961039,4.57587895962073,0.0110320453288356,0.0285200074556865,0.00860345781752485,"STAT3/NFKB1",2
"GO:0032943","mononuclear cell proliferation","2/10","308/18805",0.00649350649350649,12.211038961039,4.57587895962073,0.0110320453288356,0.0285200074556865,0.00860345781752485,"IL6/IRF1",2
"GO:0051402","neuron apoptotic process","2/10","309/18805",0.00647249190938511,12.1715210355987,4.56726904252059,0.0111007623419509,0.0285200074556865,0.00860345781752485,"TNF/CCL2",2
"GO:0002523","leukocyte migration involved in inflammatory response","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"TNF",1
"GO:0002544","chronic inflammatory response","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"TNF",1
"GO:0010829","negative regulation of D-glucose transmembrane transport","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"TNF",1
"GO:0044321","response to leptin","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"STAT3",1
"GO:0048245","eosinophil chemotaxis","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"CCL2",1
"GO:0071800","podosome assembly","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"TNF",1
"GO:0072567","chemokine (C-X-C motif) ligand 2 production","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"TNF",1
"GO:0098760","response to interleukin-7","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"STAT1",1
"GO:1903978","regulation of microglial cell activation","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"IL6",1
"GO:2000010","positive regulation of protein localization to cell surface","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"TNF",1
"GO:2000273","positive regulation of signaling receptor activity","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"CCL2",1
"GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","1/10","21/18805",0.0476190476190476,89.5476190476191,9.36475568778706,0.0111139377044904,0.0285200074556865,0.00860345781752485,"TNF",1
"GO:0001666","response to hypoxia","2/10","316/18805",0.00632911392405063,11.9018987341772,4.50809365571642,0.0115871833534909,0.0293009027768218,0.00883902577681547,"TNF/FOS",2
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","2/10","316/18805",0.00632911392405063,11.9018987341772,4.50809365571642,0.0115871833534909,0.0293009027768218,0.00883902577681547,"TNF/STAT3",2
"GO:0001780","neutrophil homeostasis","1/10","22/18805",0.0454545454545455,85.4772727272727,9.14476820991296,0.011640388972748,0.0293009027768218,0.00883902577681547,"IL6",1
"GO:0034104","negative regulation of tissue remodeling","1/10","22/18805",0.0454545454545455,85.4772727272727,9.14476820991296,0.011640388972748,0.0293009027768218,0.00883902577681547,"IL6",1
"GO:0060445","branching involved in salivary gland morphogenesis","1/10","22/18805",0.0454545454545455,85.4772727272727,9.14476820991296,0.011640388972748,0.0293009027768218,0.00883902577681547,"TNF",1
"GO:0072111","cell proliferation involved in kidney development","1/10","22/18805",0.0454545454545455,85.4772727272727,9.14476820991296,0.011640388972748,0.0293009027768218,0.00883902577681547,"STAT1",1
"GO:0072202","cell differentiation involved in metanephros development","1/10","22/18805",0.0454545454545455,85.4772727272727,9.14476820991296,0.011640388972748,0.0293009027768218,0.00883902577681547,"STAT1",1
"GO:0072234","metanephric nephron tubule development","1/10","22/18805",0.0454545454545455,85.4772727272727,9.14476820991296,0.011640388972748,0.0293009027768218,0.00883902577681547,"STAT1",1
"GO:1902004","positive regulation of amyloid-beta formation","1/10","22/18805",0.0454545454545455,85.4772727272727,9.14476820991296,0.011640388972748,0.0293009027768218,0.00883902577681547,"TNF",1
"GO:1905038","regulation of membrane lipid metabolic process","1/10","22/18805",0.0454545454545455,85.4772727272727,9.14476820991296,0.011640388972748,0.0293009027768218,0.00883902577681547,"TNF",1
"GO:0046879","hormone secretion","2/10","320/18805",0.00625,11.753125,4.47511203328828,0.0118693666300601,0.029820370638189,0.00899573049857185,"IL6/TNF",2
"GO:0062197","cellular response to chemical stress","2/10","323/18805",0.00619195046439629,11.6439628482972,4.45075905895242,0.0120830133302854,0.0300519280087055,0.00906558300729476,"IL6/FOS",2
"GO:0032868","response to insulin","2/10","324/18805",0.00617283950617284,11.608024691358,4.44271290895558,0.0121546106473353,0.0300519280087055,0.00906558300729476,"FOS/STAT1",2
"GO:0002689","negative regulation of leukocyte chemotaxis","1/10","23/18805",0.0434782608695652,81.7608695652174,8.93918535574489,0.0121665879883615,0.0300519280087055,0.00906558300729476,"CCL2",1
"GO:0009651","response to salt stress","1/10","23/18805",0.0434782608695652,81.7608695652174,8.93918535574489,0.0121665879883615,0.0300519280087055,0.00906558300729476,"TNF",1
"GO:0032891","negative regulation of organic acid transport","1/10","23/18805",0.0434782608695652,81.7608695652174,8.93918535574489,0.0121665879883615,0.0300519280087055,0.00906558300729476,"TNF",1
"GO:0051354","negative regulation of oxidoreductase activity","1/10","23/18805",0.0434782608695652,81.7608695652174,8.93918535574489,0.0121665879883615,0.0300519280087055,0.00906558300729476,"NFKB1",1
"GO:0060352","cell adhesion molecule production","1/10","23/18805",0.0434782608695652,81.7608695652174,8.93918535574489,0.0121665879883615,0.0300519280087055,0.00906558300729476,"CXCL8",1
"GO:0071359","cellular response to dsRNA","1/10","23/18805",0.0434782608695652,81.7608695652174,8.93918535574489,0.0121665879883615,0.0300519280087055,0.00906558300729476,"NFKB1",1
"GO:2000272","negative regulation of signaling receptor activity","1/10","23/18805",0.0434782608695652,81.7608695652174,8.93918535574489,0.0121665879883615,0.0300519280087055,0.00906558300729476,"TNF",1
"GO:0002218","activation of innate immune response","2/10","325/18805",0.00615384615384615,11.5723076923077,4.43470205850257,0.01222639853912,0.0301432143422418,0.00909312080233621,"TNF/IRF1",2
"GO:0042886","amide transport","2/10","328/18805",0.00609756097560976,11.4664634146341,4.41087863536513,0.012442903862472,0.0306197578257473,0.00923687678714534,"IL6/TNF",2
"GO:0050890","cognition","2/10","329/18805",0.0060790273556231,11.4316109422492,4.40300632819955,0.0125154522533107,0.0307182632637163,0.00926659232567315,"TNF/FOS",2
"GO:0036293","response to decreased oxygen levels","2/10","330/18805",0.00606060606060606,11.3969696969697,4.3951680071524,0.0125881903194673,0.0307182632637163,0.00926659232567315,"TNF/FOS",2
"GO:0009914","hormone transport","2/10","331/18805",0.00604229607250755,11.3625377643505,4.3873634178166,0.0126611178813734,0.0307182632637163,0.00926659232567315,"IL6/TNF",2
"GO:0002922","positive regulation of humoral immune response","1/10","24/18805",0.0416666666666667,78.3541666666667,8.74649259105644,0.0126925348587759,0.0307182632637163,0.00926659232567315,"TNF",1
"GO:0032770","positive regulation of monooxygenase activity","1/10","24/18805",0.0416666666666667,78.3541666666667,8.74649259105644,0.0126925348587759,0.0307182632637163,0.00926659232567315,"TNF",1
"GO:0034114","regulation of heterotypic cell-cell adhesion","1/10","24/18805",0.0416666666666667,78.3541666666667,8.74649259105644,0.0126925348587759,0.0307182632637163,0.00926659232567315,"TNF",1
"GO:0045822","negative regulation of heart contraction","1/10","24/18805",0.0416666666666667,78.3541666666667,8.74649259105644,0.0126925348587759,0.0307182632637163,0.00926659232567315,"TNF",1
"GO:0046885","regulation of hormone biosynthetic process","1/10","24/18805",0.0416666666666667,78.3541666666667,8.74649259105644,0.0126925348587759,0.0307182632637163,0.00926659232567315,"NFKB1",1
"GO:0072273","metanephric nephron morphogenesis","1/10","24/18805",0.0416666666666667,78.3541666666667,8.74649259105644,0.0126925348587759,0.0307182632637163,0.00926659232567315,"STAT1",1
"GO:0051090","regulation of DNA-binding transcription factor activity","2/10","332/18805",0.00602409638554217,11.328313253012,4.3795923084574,0.012734234759566,0.0307627392818088,0.00928000913652585,"IL6/TNF",2
"GO:0008202","steroid metabolic process","2/10","335/18805",0.00597014925373134,11.2268656716418,4.35647738222414,0.0129547194988033,0.0311336517195517,0.00939190004388534,"TNF/NFKB1",2
"GO:0051251","positive regulation of lymphocyte activation","2/10","337/18805",0.00593471810089021,11.160237388724,4.34123033316515,0.0131026526209531,0.0311336517195517,0.00939190004388534,"IL6/CCL2",2
"GO:0003085","negative regulation of systemic arterial blood pressure","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"TNF",1
"GO:0006925","inflammatory cell apoptotic process","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"IL6",1
"GO:0014856","skeletal muscle cell proliferation","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"FOS",1
"GO:0032727","positive regulation of interferon-alpha production","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"STAT1",1
"GO:0061042","vascular wound healing","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"TNF",1
"GO:0072170","metanephric tubule development","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"STAT1",1
"GO:0072243","metanephric nephron epithelium development","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"STAT1",1
"GO:0072677","eosinophil migration","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"CCL2",1
"GO:0090280","positive regulation of calcium ion import","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"CCL2",1
"GO:1901623","regulation of lymphocyte chemotaxis","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"CCL2",1
"GO:1903579","negative regulation of ATP metabolic process","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"STAT3",1
"GO:1905563","negative regulation of vascular endothelial cell proliferation","1/10","25/18805",0.04,75.22,8.56538949777069,0.0132182296913942,0.0311336517195517,0.00939190004388534,"CCL2",1
"GO:0030198","extracellular matrix organization","2/10","339/18805",0.00589970501474926,11.094395280236,4.32611138137536,0.013251338710042,0.0311559995695996,0.00939864158438103,"IL6/TNF",2
"GO:0043062","extracellular structure organization","2/10","340/18805",0.00588235294117647,11.0617647058824,4.31859935843086,0.0133259636704293,0.0312757047709899,0.00943475232706928,"IL6/TNF",2
"GO:0045229","external encapsulating structure organization","2/10","341/18805",0.00586510263929619,11.0293255131965,4.31111866434764,0.0134007763366496,0.0313954244903034,0.00947086744929149,"IL6/TNF",2
"GO:0060485","mesenchyme development","2/10","342/18805",0.00584795321637427,10.9970760233918,4.30366907222571,0.0134757765302866,0.0315151582330638,0.00950698680188191,"IL6/STAT1",2
"GO:0019216","regulation of lipid metabolic process","2/10","343/18805",0.00583090379008746,10.9650145772595,4.29625035747167,0.0135509640730286,0.0315267898277135,0.00951049563455224,"TNF/NFKB1",2
"GO:0070661","leukocyte proliferation","2/10","344/18805",0.00581395348837209,10.9331395348837,4.28886229776858,0.0136263387866683,0.0315267898277135,0.00951049563455224,"IL6/IRF1",2
"GO:0002082","regulation of oxidative phosphorylation","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"TNF",1
"GO:0034138","toll-like receptor 3 signaling pathway","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"TNF",1
"GO:0039694","viral RNA genome replication","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"CXCL8",1
"GO:0050927","positive regulation of positive chemotaxis","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"CXCL8",1
"GO:0051953","negative regulation of amine transport","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"TNF",1
"GO:0060259","regulation of feeding behavior","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"STAT3",1
"GO:0090023","positive regulation of neutrophil chemotaxis","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"CXCL8",1
"GO:1903523","negative regulation of blood circulation","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"TNF",1
"GO:2000810","regulation of bicellular tight junction assembly","1/10","26/18805",0.0384615384615385,72.3269230769231,8.39475235413458,0.0137436725935824,0.0315267898277135,0.00951049563455224,"TNF",1
"GO:0002053","positive regulation of mesenchymal cell proliferation","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"STAT1",1
"GO:0010884","positive regulation of lipid storage","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"NFKB1",1
"GO:0035902","response to immobilization stress","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"FOS",1
"GO:0043507","positive regulation of JUN kinase activity","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"TNF",1
"GO:0045662","negative regulation of myoblast differentiation","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"TNF",1
"GO:0050926","regulation of positive chemotaxis","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"CXCL8",1
"GO:0060396","growth hormone receptor signaling pathway","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"STAT3",1
"GO:1905564","positive regulation of vascular endothelial cell proliferation","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"STAT3",1
"GO:2000737","negative regulation of stem cell differentiation","1/10","27/18805",0.037037037037037,69.6481481481481,8.23360441027947,0.0142688636726634,0.0322271081921971,0.00972175643162722,"STAT3",1
"GO:0070482","response to oxygen levels","2/10","358/18805",0.00558659217877095,10.5055865921788,4.18852891728574,0.01470113817389,0.0327399768529885,0.00987647041253714,"TNF/FOS",2
"GO:0002726","positive regulation of T cell cytokine production","1/10","28/18805",0.0357142857142857,67.1607142857143,8.08109205608287,0.014793803035922,0.0327399768529885,0.00987647041253714,"IL6",1
"GO:0032740","positive regulation of interleukin-17 production","1/10","28/18805",0.0357142857142857,67.1607142857143,8.08109205608287,0.014793803035922,0.0327399768529885,0.00987647041253714,"IL6",1
"GO:0036037","CD8-positive, alpha-beta T cell activation","1/10","28/18805",0.0357142857142857,67.1607142857143,8.08109205608287,0.014793803035922,0.0327399768529885,0.00987647041253714,"IRF1",1
"GO:0050995","negative regulation of lipid catabolic process","1/10","28/18805",0.0357142857142857,67.1607142857143,8.08109205608287,0.014793803035922,0.0327399768529885,0.00987647041253714,"TNF",1
"GO:0051043","regulation of membrane protein ectodomain proteolysis","1/10","28/18805",0.0357142857142857,67.1607142857143,8.08109205608287,0.014793803035922,0.0327399768529885,0.00987647041253714,"TNF",1
